,path,emotion
428,data/train-custom\23_01_02_01_dogs-sitting_sad.wav,sad
429,data/train-custom\23_01_02_01_kids-talking_sad.wav,sad
430,data/train-custom\23_01_02_02_dogs-sitting_sad.wav,sad
431,data/train-custom\23_01_02_02_kids-talking_sad.wav,sad
432,data/train-custom\24_01_01_01_dogs-sitting_sad.wav,sad
433,data/train-custom\24_01_01_01_kids-talking_sad.wav,sad
434,data/train-custom\24_01_01_02_dogs-sitting_sad.wav,sad
435,data/train-custom\24_01_01_02_kids-talking_sad.wav,sad
436,data/train-custom\24_01_02_01_dogs-sitting_sad.wav,sad
437,data/train-custom\24_01_02_01_kids-talking_sad.wav,sad
438,data/train-custom\24_01_02_02_dogs-sitting_sad.wav,sad
439,data/train-custom\24_01_02_02_kids-talking_sad.wav,sad
440,data/train-custom\24_02_01_01_dogs-sitting_sad.wav,sad
441,data/train-custom\24_02_01_01_kids-talking_sad.wav,sad
442,data/train-custom\24_02_01_02_dogs-sitting_sad.wav,sad
443,data/train-custom\24_02_01_02_kids-talking_sad.wav,sad
444,data/train-custom\24_02_02_01_dogs-sitting_sad.wav,sad
445,data/train-custom\24_02_02_01_kids-talking_sad.wav,sad
446,data/train-custom\24_02_02_02_dogs-sitting_sad.wav,sad
447,data/train-custom\24_02_02_02_kids-talking_sad.wav,sad
448,data/train-custom\25_01_01_01_far_sad.wav,sad
449,data/train-custom\25_01_01_01_fat_sad.wav,sad
450,data/train-custom\25_01_01_01_fit_sad.wav,sad
451,data/train-custom\25_01_01_01_five_sad.wav,sad
452,data/train-custom\25_01_01_01_food_sad.wav,sad
453,data/train-custom\25_01_01_01_gap_sad.wav,sad
454,data/train-custom\25_01_01_01_gas_sad.wav,sad
455,data/train-custom\25_01_01_01_gaze_sad.wav,sad
456,data/train-custom\25_01_01_01_germ_sad.wav,sad
457,data/train-custom\25_01_01_01_get_sad.wav,sad
458,data/train-custom\25_01_01_01_gin_sad.wav,sad
459,data/train-custom\25_01_01_01_goal_sad.wav,sad
460,data/train-custom\25_01_01_01_good_sad.wav,sad
461,data/train-custom\25_01_01_01_goose_sad.wav,sad
462,data/train-custom\25_01_01_01_gun_sad.wav,sad
463,data/train-custom\25_01_01_01_half_sad.wav,sad
464,data/train-custom\25_01_01_01_hall_sad.wav,sad
465,data/train-custom\25_01_01_01_hash_sad.wav,sad
466,data/train-custom\25_01_01_01_hate_sad.wav,sad
467,data/train-custom\25_01_01_01_have_sad.wav,sad
468,data/train-custom\25_01_01_01_haze_sad.wav,sad
469,data/train-custom\25_01_01_01_hire_sad.wav,sad
470,data/train-custom\25_01_01_01_hit_sad.wav,sad
471,data/train-custom\25_01_01_01_hole_sad.wav,sad
472,data/train-custom\25_01_01_01_home_sad.wav,sad
473,data/train-custom\25_01_01_01_hurl_sad.wav,sad
474,data/train-custom\25_01_01_01_hush_sad.wav,sad
475,data/train-custom\25_01_01_01_jail_sad.wav,sad
476,data/train-custom\25_01_01_01_jar_sad.wav,sad
477,data/train-custom\25_01_01_01_join_sad.wav,sad
478,data/train-custom\25_01_01_01_judge_sad.wav,sad
479,data/train-custom\25_01_01_01_jug_sad.wav,sad
480,data/train-custom\25_01_01_01_juice_sad.wav,sad
481,data/train-custom\25_01_01_01_keen_sad.wav,sad
482,data/train-custom\25_01_01_01_keep_sad.wav,sad
483,data/train-custom\25_01_01_01_keg_sad.wav,sad
484,data/train-custom\25_01_01_01_kick_sad.wav,sad
485,data/train-custom\25_01_01_01_kill_sad.wav,sad
486,data/train-custom\25_01_01_01_king_sad.wav,sad
487,data/train-custom\25_01_01_01_kite_sad.wav,sad
488,data/train-custom\25_01_01_01_knock_sad.wav,sad
489,data/train-custom\25_01_01_01_late_sad.wav,sad
490,data/train-custom\25_01_01_01_laud_sad.wav,sad
491,data/train-custom\25_01_01_01_lean_sad.wav,sad
492,data/train-custom\25_01_01_01_learn_sad.wav,sad
493,data/train-custom\25_01_01_01_lease_sad.wav,sad
494,data/train-custom\25_01_01_01_lid_sad.wav,sad
495,data/train-custom\25_01_01_01_life_sad.wav,sad
496,data/train-custom\25_01_01_01_limb_sad.wav,sad
497,data/train-custom\25_01_01_01_live_sad.wav,sad
498,data/train-custom\25_01_01_01_loaf_sad.wav,sad
499,data/train-custom\25_01_01_01_long_sad.wav,sad
500,data/train-custom\25_01_01_01_lore_sad.wav,sad
501,data/train-custom\25_01_01_01_lose_sad.wav,sad
502,data/train-custom\25_01_01_01_lot_sad.wav,sad
503,data/train-custom\25_01_01_01_love_sad.wav,sad
504,data/train-custom\25_01_01_01_luck_sad.wav,sad
505,data/train-custom\25_01_01_01_make_sad.wav,sad
506,data/train-custom\25_01_01_01_match_sad.wav,sad
507,data/train-custom\25_01_01_01_merge_sad.wav,sad
508,data/train-custom\25_01_01_01_mess_sad.wav,sad
509,data/train-custom\25_01_01_01_mop_sad.wav,sad
510,data/train-custom\25_01_01_01_mouse_sad.wav,sad
511,data/train-custom\25_01_01_01_nag_sad.wav,sad
512,data/train-custom\25_01_01_01_name_sad.wav,sad
513,data/train-custom\25_01_01_01_near_sad.wav,sad
514,data/train-custom\25_01_01_01_neat_sad.wav,sad
515,data/train-custom\25_01_01_01_nice_sad.wav,sad
516,data/train-custom\25_01_01_01_note_sad.wav,sad
517,data/train-custom\25_01_01_01_numb_sad.wav,sad
518,data/train-custom\25_01_01_01_pad_sad.wav,sad
519,data/train-custom\25_01_01_01_page_sad.wav,sad
520,data/train-custom\25_01_01_01_pain_sad.wav,sad
521,data/train-custom\25_01_01_01_pass_sad.wav,sad
522,data/train-custom\25_01_01_01_pearl_sad.wav,sad
523,data/train-custom\25_01_01_01_peg_sad.wav,sad
524,data/train-custom\25_01_01_01_perch_sad.wav,sad
525,data/train-custom\25_01_01_01_phone_sad.wav,sad
526,data/train-custom\25_01_01_01_pick_sad.wav,sad
527,data/train-custom\25_01_01_01_pike_sad.wav,sad
528,data/train-custom\25_01_01_01_pole_sad.wav,sad
529,data/train-custom\25_01_01_01_pool_sad.wav,sad
530,data/train-custom\25_01_01_01_puff_sad.wav,sad
531,data/train-custom\25_01_01_01_rag_sad.wav,sad
532,data/train-custom\25_01_01_01_raid_sad.wav,sad
533,data/train-custom\25_01_01_01_rain_sad.wav,sad
534,data/train-custom\25_01_01_01_raise_sad.wav,sad
535,data/train-custom\25_01_01_01_rat_sad.wav,sad
536,data/train-custom\25_01_01_01_reach_sad.wav,sad
537,data/train-custom\25_01_01_01_read_sad.wav,sad
538,data/train-custom\25_01_01_01_red_sad.wav,sad
539,data/train-custom\25_01_01_01_ring_sad.wav,sad
540,data/train-custom\25_01_01_01_ripe_sad.wav,sad
541,data/train-custom\25_01_01_01_road_sad.wav,sad
542,data/train-custom\25_01_01_01_room_sad.wav,sad
543,data/train-custom\25_01_01_01_rose_sad.wav,sad
544,data/train-custom\25_01_01_01_rot_sad.wav,sad
545,data/train-custom\25_01_01_01_rough_sad.wav,sad
546,data/train-custom\25_01_01_01_rush_sad.wav,sad
547,data/train-custom\25_01_01_01_said_sad.wav,sad
548,data/train-custom\25_01_01_01_sail_sad.wav,sad
549,data/train-custom\25_01_01_01_search_sad.wav,sad
550,data/train-custom\25_01_01_01_seize_sad.wav,sad
551,data/train-custom\25_01_01_01_sell_sad.wav,sad
552,data/train-custom\25_01_01_01_shack_sad.wav,sad
553,data/train-custom\25_01_01_01_shall_sad.wav,sad
554,data/train-custom\25_01_01_01_shawl_sad.wav,sad
555,data/train-custom\25_01_01_01_sheep_sad.wav,sad
556,data/train-custom\25_01_01_01_shirt_sad.wav,sad
557,data/train-custom\25_01_01_01_should_sad.wav,sad
558,data/train-custom\25_01_01_01_shout_sad.wav,sad
559,data/train-custom\25_01_01_01_size_sad.wav,sad
560,data/train-custom\25_01_01_01_soap_sad.wav,sad
561,data/train-custom\25_01_01_01_soup_sad.wav,sad
562,data/train-custom\25_01_01_01_sour_sad.wav,sad
563,data/train-custom\25_01_01_01_south_sad.wav,sad
564,data/train-custom\25_01_01_01_sub_sad.wav,sad
565,data/train-custom\25_01_01_01_such_sad.wav,sad
566,data/train-custom\25_01_01_01_sure_sad.wav,sad
567,data/train-custom\25_01_01_01_take_sad.wav,sad
568,data/train-custom\25_01_01_01_talk_sad.wav,sad
569,data/train-custom\25_01_01_01_tape_sad.wav,sad
570,data/train-custom\25_01_01_01_team_sad.wav,sad
571,data/train-custom\25_01_01_01_tell_sad.wav,sad
572,data/train-custom\25_01_01_01_thin_sad.wav,sad
573,data/train-custom\25_01_01_01_third_sad.wav,sad
574,data/train-custom\25_01_01_01_thought_sad.wav,sad
575,data/train-custom\25_01_01_01_thumb_sad.wav,sad
576,data/train-custom\25_01_01_01_time_sad.wav,sad
577,data/train-custom\25_01_01_01_tip_sad.wav,sad
578,data/train-custom\25_01_01_01_tire_sad.wav,sad
579,data/train-custom\25_01_01_01_ton_sad.wav,sad
580,data/train-custom\25_01_01_01_tool_sad.wav,sad
581,data/train-custom\25_01_01_01_tough_sad.wav,sad
582,data/train-custom\25_01_01_01_turn_sad.wav,sad
583,data/train-custom\25_01_01_01_vine_sad.wav,sad
584,data/train-custom\25_01_01_01_voice_sad.wav,sad
585,data/train-custom\25_01_01_01_void_sad.wav,sad
586,data/train-custom\25_01_01_01_vote_sad.wav,sad
587,data/train-custom\25_01_01_01_wag_sad.wav,sad
588,data/train-custom\25_01_01_01_walk_sad.wav,sad
589,data/train-custom\25_01_01_01_wash_sad.wav,sad
590,data/train-custom\25_01_01_01_week_sad.wav,sad
591,data/train-custom\25_01_01_01_wheat_sad.wav,sad
592,data/train-custom\25_01_01_01_when_sad.wav,sad
593,data/train-custom\25_01_01_01_which_sad.wav,sad
594,data/train-custom\25_01_01_01_whip_sad.wav,sad
595,data/train-custom\25_01_01_01_white_sad.wav,sad
596,data/train-custom\25_01_01_01_wife_sad.wav,sad
597,data/train-custom\25_01_01_01_wire_sad.wav,sad
598,data/train-custom\25_01_01_01_witch_sad.wav,sad
599,data/train-custom\25_01_01_01_yearn_sad.wav,sad
600,data/train-custom\25_01_01_01_yes_sad.wav,sad
601,data/train-custom\25_01_01_01_young_sad.wav,sad
602,data/train-custom\25_01_01_01_youth_sad.wav,sad
603,data/train-custom\26_01_01_01_back_sad.wav,sad
604,data/train-custom\26_01_01_01_bar_sad.wav,sad
605,data/train-custom\26_01_01_01_base_sad.wav,sad
606,data/train-custom\26_01_01_01_bath_sad.wav,sad
607,data/train-custom\26_01_01_01_bean_sad.wav,sad
608,data/train-custom\26_01_01_01_beg_sad.wav,sad
609,data/train-custom\26_01_01_01_bite_sad.wav,sad
610,data/train-custom\26_01_01_01_boat_sad.wav,sad
611,data/train-custom\26_01_01_01_bone_sad.wav,sad
612,data/train-custom\26_01_01_01_book_sad.wav,sad
613,data/train-custom\26_01_01_01_bought_sad.wav,sad
614,data/train-custom\26_01_01_01_burn_sad.wav,sad
615,data/train-custom\26_01_01_01_cab_sad.wav,sad
616,data/train-custom\26_01_01_01_calm_sad.wav,sad
617,data/train-custom\26_01_01_01_came_sad.wav,sad
618,data/train-custom\26_01_01_01_cause_sad.wav,sad
619,data/train-custom\26_01_01_01_chain_sad.wav,sad
620,data/train-custom\26_01_01_01_chair_sad.wav,sad
621,data/train-custom\26_01_01_01_chalk_sad.wav,sad
622,data/train-custom\26_01_01_01_chat_sad.wav,sad
623,data/train-custom\26_01_01_01_check_sad.wav,sad
624,data/train-custom\26_01_01_01_cheek_sad.wav,sad
625,data/train-custom\26_01_01_01_chief_sad.wav,sad
626,data/train-custom\26_01_01_01_choice_sad.wav,sad
627,data/train-custom\26_01_01_01_cool_sad.wav,sad
628,data/train-custom\26_01_01_01_dab_sad.wav,sad
629,data/train-custom\26_01_01_01_date_sad.wav,sad
630,data/train-custom\26_01_01_01_dead_sad.wav,sad
631,data/train-custom\26_01_01_01_death_sad.wav,sad
632,data/train-custom\26_01_01_01_deep_sad.wav,sad
633,data/train-custom\26_01_01_01_dime_sad.wav,sad
634,data/train-custom\26_01_01_01_dip_sad.wav,sad
635,data/train-custom\26_01_01_01_ditch_sad.wav,sad
636,data/train-custom\26_01_01_01_dodge_sad.wav,sad
637,data/train-custom\26_01_01_01_dog_sad.wav,sad
638,data/train-custom\26_01_01_01_doll_sad.wav,sad
639,data/train-custom\26_01_01_01_door_sad.wav,sad
640,data/train-custom\26_01_01_01_fail_sad.wav,sad
641,data/train-custom\26_01_01_01_fall_sad.wav,sad
642,data/train-custom\26_01_01_01_far_sad.wav,sad
643,data/train-custom\26_01_01_01_fat_sad.wav,sad
644,data/train-custom\26_01_01_01_fit_sad.wav,sad
645,data/train-custom\26_01_01_01_five_sad.wav,sad
646,data/train-custom\26_01_01_01_food_sad.wav,sad
647,data/train-custom\26_01_01_01_gap_sad.wav,sad
648,data/train-custom\26_01_01_01_gas_sad.wav,sad
649,data/train-custom\26_01_01_01_gaze_sad.wav,sad
650,data/train-custom\26_01_01_01_germ_sad.wav,sad
651,data/train-custom\26_01_01_01_get_sad.wav,sad
652,data/train-custom\26_01_01_01_gin_sad.wav,sad
653,data/train-custom\26_01_01_01_goal_sad.wav,sad
654,data/train-custom\26_01_01_01_good_sad.wav,sad
655,data/train-custom\26_01_01_01_goose_sad.wav,sad
656,data/train-custom\26_01_01_01_gun_sad.wav,sad
657,data/train-custom\26_01_01_01_half_sad.wav,sad
658,data/train-custom\26_01_01_01_hall_sad.wav,sad
659,data/train-custom\26_01_01_01_hash_sad.wav,sad
660,data/train-custom\26_01_01_01_hate_sad.wav,sad
661,data/train-custom\26_01_01_01_have_sad.wav,sad
662,data/train-custom\26_01_01_01_haze_sad.wav,sad
663,data/train-custom\26_01_01_01_hire_sad.wav,sad
664,data/train-custom\26_01_01_01_hit_sad.wav,sad
665,data/train-custom\26_01_01_01_hole_sad.wav,sad
666,data/train-custom\26_01_01_01_home_sad.wav,sad
667,data/train-custom\26_01_01_01_hurl_sad.wav,sad
668,data/train-custom\26_01_01_01_hush_sad.wav,sad
669,data/train-custom\26_01_01_01_jail_sad.wav,sad
670,data/train-custom\26_01_01_01_jar_sad.wav,sad
671,data/train-custom\26_01_01_01_join_sad.wav,sad
672,data/train-custom\26_01_01_01_judge_sad.wav,sad
673,data/train-custom\26_01_01_01_jug_sad.wav,sad
674,data/train-custom\26_01_01_01_juice_sad.wav,sad
675,data/train-custom\26_01_01_01_keen_sad.wav,sad
676,data/train-custom\26_01_01_01_keep_sad.wav,sad
677,data/train-custom\26_01_01_01_keg_sad.wav,sad
678,data/train-custom\26_01_01_01_kick_sad.wav,sad
679,data/train-custom\26_01_01_01_kill_sad.wav,sad
680,data/train-custom\26_01_01_01_king_sad.wav,sad
681,data/train-custom\26_01_01_01_kite_sad.wav,sad
682,data/train-custom\26_01_01_01_knock_sad.wav,sad
683,data/train-custom\26_01_01_01_late_sad.wav,sad
684,data/train-custom\26_01_01_01_laud_sad.wav,sad
685,data/train-custom\26_01_01_01_lean_sad.wav,sad
686,data/train-custom\26_01_01_01_learn_sad.wav,sad
687,data/train-custom\26_01_01_01_lease_sad.wav,sad
688,data/train-custom\26_01_01_01_lid_sad.wav,sad
689,data/train-custom\26_01_01_01_life_sad.wav,sad
690,data/train-custom\26_01_01_01_limb_sad.wav,sad
691,data/train-custom\26_01_01_01_live_sad.wav,sad
692,data/train-custom\26_01_01_01_loaf_sad.wav,sad
693,data/train-custom\26_01_01_01_long_sad.wav,sad
694,data/train-custom\26_01_01_01_lore_sad.wav,sad
695,data/train-custom\26_01_01_01_lose_sad.wav,sad
696,data/train-custom\26_01_01_01_lot_sad.wav,sad
697,data/train-custom\26_01_01_01_love_sad.wav,sad
698,data/train-custom\26_01_01_01_luck_sad.wav,sad
699,data/train-custom\26_01_01_01_make_sad.wav,sad
700,data/train-custom\26_01_01_01_match_sad.wav,sad
701,data/train-custom\26_01_01_01_merge_sad.wav,sad
702,data/train-custom\26_01_01_01_mess_sad.wav,sad
703,data/train-custom\26_01_01_01_met_sad.wav,sad
704,data/train-custom\26_01_01_01_mill_sad.wav,sad
705,data/train-custom\26_01_01_01_mob_sad.wav,sad
706,data/train-custom\26_01_01_01_mode_sad.wav,sad
707,data/train-custom\26_01_01_01_mood_sad.wav,sad
708,data/train-custom\26_01_01_01_moon_sad.wav,sad
709,data/train-custom\26_01_01_01_mop_sad.wav,sad
710,data/train-custom\26_01_01_01_mouse_sad.wav,sad
711,data/train-custom\26_01_01_01_nag_sad.wav,sad
712,data/train-custom\26_01_01_01_name_sad.wav,sad
713,data/train-custom\26_01_01_01_near_sad.wav,sad
714,data/train-custom\26_01_01_01_neat_sad.wav,sad
715,data/train-custom\26_01_01_01_nice_sad.wav,sad
716,data/train-custom\26_01_01_01_note_sad.wav,sad
717,data/train-custom\26_01_01_01_numb_sad.wav,sad
718,data/train-custom\26_01_01_01_pad_sad.wav,sad
719,data/train-custom\26_01_01_01_page_sad.wav,sad
720,data/train-custom\26_01_01_01_pain_sad.wav,sad
721,data/train-custom\26_01_01_01_pass_sad.wav,sad
722,data/train-custom\26_01_01_01_pearl_sad.wav,sad
723,data/train-custom\26_01_01_01_peg_sad.wav,sad
724,data/train-custom\26_01_01_01_perch_sad.wav,sad
725,data/train-custom\26_01_01_01_phone_sad.wav,sad
726,data/train-custom\26_01_01_01_pick_sad.wav,sad
727,data/train-custom\26_01_01_01_pike_sad.wav,sad
728,data/train-custom\26_01_01_01_pole_sad.wav,sad
729,data/train-custom\26_01_01_01_pool_sad.wav,sad
730,data/train-custom\26_01_01_01_puff_sad.wav,sad
731,data/train-custom\26_01_01_01_rag_sad.wav,sad
732,data/train-custom\26_01_01_01_raid_sad.wav,sad
733,data/train-custom\26_01_01_01_rain_sad.wav,sad
734,data/train-custom\26_01_01_01_raise_sad.wav,sad
735,data/train-custom\26_01_01_01_rat_sad.wav,sad
736,data/train-custom\26_01_01_01_reach_sad.wav,sad
737,data/train-custom\26_01_01_01_read_sad.wav,sad
738,data/train-custom\26_01_01_01_red_sad.wav,sad
739,data/train-custom\26_01_01_01_ring_sad.wav,sad
740,data/train-custom\26_01_01_01_ripe_sad.wav,sad
741,data/train-custom\26_01_01_01_road_sad.wav,sad
742,data/train-custom\26_01_01_01_room_sad.wav,sad
743,data/train-custom\26_01_01_01_rose_sad.wav,sad
744,data/train-custom\26_01_01_01_rot_sad.wav,sad
745,data/train-custom\26_01_01_01_rough_sad.wav,sad
746,data/train-custom\26_01_01_01_rush_sad.wav,sad
747,data/train-custom\26_01_01_01_said_sad.wav,sad
748,data/train-custom\26_01_01_01_sail_sad.wav,sad
749,data/train-custom\26_01_01_01_search_sad.wav,sad
750,data/train-custom\26_01_01_01_seize_sad.wav,sad
751,data/train-custom\26_01_01_01_sell_sad.wav,sad
752,data/train-custom\26_01_01_01_shack_sad.wav,sad
753,data/train-custom\26_01_01_01_shall_sad.wav,sad
754,data/train-custom\26_01_01_01_shawl_sad.wav,sad
755,data/train-custom\26_01_01_01_sheep_sad.wav,sad
756,data/train-custom\26_01_01_01_shirt_sad.wav,sad
757,data/train-custom\26_01_01_01_should_sad.wav,sad
758,data/train-custom\26_01_01_01_shout_sad.wav,sad
759,data/train-custom\26_01_01_01_size_sad.wav,sad
760,data/train-custom\26_01_01_01_soap_sad.wav,sad
761,data/train-custom\26_01_01_01_soup_sad.wav,sad
762,data/train-custom\26_01_01_01_sour_sad.wav,sad
763,data/train-custom\26_01_01_01_south_sad.wav,sad
764,data/train-custom\26_01_01_01_sub_sad.wav,sad
765,data/train-custom\26_01_01_01_such_sad.wav,sad
766,data/train-custom\26_01_01_01_sure_sad.wav,sad
767,data/train-custom\26_01_01_01_take_sad.wav,sad
768,data/train-custom\26_01_01_01_talk_sad.wav,sad
769,data/train-custom\26_01_01_01_tape_sad.wav,sad
770,data/train-custom\26_01_01_01_time_sad.wav,sad
771,data/train-custom\26_01_01_01_tip_sad.wav,sad
772,data/train-custom\26_01_01_01_tire_sad.wav,sad
773,data/train-custom\26_01_01_01_ton_sad.wav,sad
774,data/train-custom\26_01_01_01_tool_sad.wav,sad
775,data/train-custom\26_01_01_01_tough_sad.wav,sad
776,data/train-custom\26_01_01_01_turn_sad.wav,sad
777,data/train-custom\26_01_01_01_vine_sad.wav,sad
778,data/train-custom\26_01_01_01_voice_sad.wav,sad
779,data/train-custom\26_01_01_01_void_sad.wav,sad
780,data/train-custom\26_01_01_01_vote_sad.wav,sad
781,data/train-custom\26_01_01_01_wag_sad.wav,sad
782,data/train-custom\26_01_01_01_walk_sad.wav,sad
783,data/train-custom\26_01_01_01_wash_sad.wav,sad
784,data/train-custom\26_01_01_01_week_sad.wav,sad
785,data/train-custom\26_01_01_01_wheat_sad.wav,sad
786,data/train-custom\26_01_01_01_when_sad.wav,sad
787,data/train-custom\26_01_01_01_which_sad.wav,sad
788,data/train-custom\26_01_01_01_whip_sad.wav,sad
789,data/train-custom\26_01_01_01_white_sad.wav,sad
790,data/train-custom\26_01_01_01_wife_sad.wav,sad
791,data/train-custom\26_01_01_01_wire_sad.wav,sad
792,data/train-custom\26_01_01_01_witch_sad.wav,sad
793,data/train-custom\26_01_01_01_yearn_sad.wav,sad
794,data/train-custom\26_01_01_01_yes_sad.wav,sad
795,data/train-custom\26_01_01_01_young_sad.wav,sad
796,data/train-custom\26_01_01_01_youth_sad.wav,sad
797,data/train-custom\01_01_01_01_dogs-sitting_neutral.wav,neutral
798,data/train-custom\01_01_01_01_kids-talking_neutral.wav,neutral
799,data/train-custom\01_01_01_02_dogs-sitting_neutral.wav,neutral
800,data/train-custom\01_01_01_02_kids-talking_neutral.wav,neutral
801,data/train-custom\01_02_01_01_dogs-sitting_neutral.wav,neutral
802,data/train-custom\01_02_01_01_kids-talking_neutral.wav,neutral
803,data/train-custom\01_02_01_02_dogs-sitting_neutral.wav,neutral
804,data/train-custom\01_02_01_02_kids-talking_neutral.wav,neutral
805,data/train-custom\02_01_01_01_dogs-sitting_neutral.wav,neutral
806,data/train-custom\02_01_01_01_kids-talking_neutral.wav,neutral
807,data/train-custom\02_01_01_02_dogs-sitting_neutral.wav,neutral
808,data/train-custom\02_01_01_02_kids-talking_neutral.wav,neutral
809,data/train-custom\02_02_01_01_dogs-sitting_neutral.wav,neutral
810,data/train-custom\02_02_01_01_kids-talking_neutral.wav,neutral
811,data/train-custom\02_02_01_02_dogs-sitting_neutral.wav,neutral
812,data/train-custom\02_02_01_02_kids-talking_neutral.wav,neutral
813,data/train-custom\03-02-01-01-01-01-01_neutral.wav,neutral
814,data/train-custom\03-02-01-01-01-01-02_neutral.wav,neutral
815,data/train-custom\03-02-01-01-01-01-03_neutral.wav,neutral
816,data/train-custom\03-02-01-01-01-01-04_neutral.wav,neutral
817,data/train-custom\03-02-01-01-01-01-05_neutral.wav,neutral
818,data/train-custom\03-02-01-01-01-01-06_neutral.wav,neutral
819,data/train-custom\03-02-01-01-01-01-11_neutral.wav,neutral
820,data/train-custom\03-02-01-01-01-01-12_neutral.wav,neutral
821,data/train-custom\03-02-01-01-01-01-13_neutral.wav,neutral
822,data/train-custom\03-02-01-01-01-01-14_neutral.wav,neutral
823,data/train-custom\03-02-01-01-01-01-15_neutral.wav,neutral
824,data/train-custom\03-02-01-01-01-01-16_neutral.wav,neutral
825,data/train-custom\03-02-01-01-01-01-19_neutral.wav,neutral
826,data/train-custom\03-02-01-01-01-01-20_neutral.wav,neutral
827,data/train-custom\03-02-01-01-01-01-21_neutral.wav,neutral
828,data/train-custom\03-02-01-01-01-01-22_neutral.wav,neutral
829,data/train-custom\03-02-01-01-01-01-23_neutral.wav,neutral
830,data/train-custom\03-02-01-01-01-01-24_neutral.wav,neutral
831,data/train-custom\03-02-01-01-01-02-01_neutral.wav,neutral
832,data/train-custom\03-02-01-01-01-02-02_neutral.wav,neutral
833,data/train-custom\03-02-01-01-01-02-03_neutral.wav,neutral
834,data/train-custom\03-02-01-01-01-02-04_neutral.wav,neutral
835,data/train-custom\03-02-01-01-01-02-05_neutral.wav,neutral
836,data/train-custom\03-02-01-01-01-02-06_neutral.wav,neutral
837,data/train-custom\03-02-01-01-01-02-11_neutral.wav,neutral
838,data/train-custom\03-02-01-01-01-02-12_neutral.wav,neutral
839,data/train-custom\03-02-01-01-01-02-13_neutral.wav,neutral
840,data/train-custom\03-02-01-01-01-02-14_neutral.wav,neutral
841,data/train-custom\03-02-01-01-01-02-15_neutral.wav,neutral
842,data/train-custom\03-02-01-01-01-02-16_neutral.wav,neutral
843,data/train-custom\03-02-01-01-01-02-19_neutral.wav,neutral
844,data/train-custom\03-02-01-01-01-02-20_neutral.wav,neutral
845,data/train-custom\03-02-01-01-01-02-21_neutral.wav,neutral
846,data/train-custom\03-02-01-01-01-02-22_neutral.wav,neutral
847,data/train-custom\03-02-01-01-01-02-23_neutral.wav,neutral
848,data/train-custom\03-02-01-01-01-02-24_neutral.wav,neutral
849,data/train-custom\03-02-01-01-02-01-01_neutral.wav,neutral
850,data/train-custom\03-02-01-01-02-01-02_neutral.wav,neutral
851,data/train-custom\03-02-01-01-02-01-03_neutral.wav,neutral
852,data/train-custom\03-02-01-01-02-01-04_neutral.wav,neutral
853,data/train-custom\03-02-01-01-02-01-05_neutral.wav,neutral
854,data/train-custom\03-02-01-01-02-01-06_neutral.wav,neutral
855,data/train-custom\03-02-01-01-02-01-11_neutral.wav,neutral
856,data/train-custom\03-02-01-01-02-01-12_neutral.wav,neutral
857,data/train-custom\03-02-01-01-02-01-13_neutral.wav,neutral
858,data/train-custom\03-02-01-01-02-01-14_neutral.wav,neutral
859,data/train-custom\03-02-01-01-02-01-15_neutral.wav,neutral
860,data/train-custom\03-02-01-01-02-01-16_neutral.wav,neutral
861,data/train-custom\03-02-01-01-02-01-19_neutral.wav,neutral
862,data/train-custom\03-02-01-01-02-01-20_neutral.wav,neutral
863,data/train-custom\03-02-01-01-02-01-21_neutral.wav,neutral
864,data/train-custom\03-02-01-01-02-01-22_neutral.wav,neutral
865,data/train-custom\03-02-01-01-02-01-23_neutral.wav,neutral
866,data/train-custom\03-02-01-01-02-01-24_neutral.wav,neutral
867,data/train-custom\03-02-01-01-02-02-01_neutral.wav,neutral
868,data/train-custom\03-02-01-01-02-02-02_neutral.wav,neutral
869,data/train-custom\03-02-01-01-02-02-03_neutral.wav,neutral
870,data/train-custom\03-02-01-01-02-02-04_neutral.wav,neutral
871,data/train-custom\03-02-01-01-02-02-05_neutral.wav,neutral
872,data/train-custom\03-02-01-01-02-02-06_neutral.wav,neutral
873,data/train-custom\03-02-01-01-02-02-11_neutral.wav,neutral
874,data/train-custom\03-02-01-01-02-02-12_neutral.wav,neutral
875,data/train-custom\03-02-01-01-02-02-13_neutral.wav,neutral
876,data/train-custom\03-02-01-01-02-02-14_neutral.wav,neutral
877,data/train-custom\03-02-01-01-02-02-15_neutral.wav,neutral
878,data/train-custom\03-02-01-01-02-02-16_neutral.wav,neutral
879,data/train-custom\03-02-01-01-02-02-19_neutral.wav,neutral
880,data/train-custom\03-02-01-01-02-02-20_neutral.wav,neutral
881,data/train-custom\03-02-01-01-02-02-21_neutral.wav,neutral
882,data/train-custom\03-02-01-01-02-02-22_neutral.wav,neutral
883,data/train-custom\03-02-01-01-02-02-23_neutral.wav,neutral
884,data/train-custom\03-02-01-01-02-02-24_neutral.wav,neutral
885,data/train-custom\03_01_01_01_dogs-sitting_neutral.wav,neutral
886,data/train-custom\03_01_01_01_kids-talking_neutral.wav,neutral
887,data/train-custom\03_01_01_02_dogs-sitting_neutral.wav,neutral
888,data/train-custom\03_01_01_02_kids-talking_neutral.wav,neutral
889,data/train-custom\03_02_01_01_dogs-sitting_neutral.wav,neutral
890,data/train-custom\03_02_01_01_kids-talking_neutral.wav,neutral
891,data/train-custom\03_02_01_02_dogs-sitting_neutral.wav,neutral
